timestamp,GLOBAL_POSITION_INT.time_boot_ms,GLOBAL_POSITION_INT.lat,GLOBAL_POSITION_INT.lon,GLOBAL_POSITION_INT.alt,GLOBAL_POSITION_INT.relative_alt,GLOBAL_POSITION_INT.vx,GLOBAL_POSITION_INT.vy,GLOBAL_POSITION_INT.vz,GLOBAL_POSITION_INT.hdg
0.10000000,100,0,0,0,0,0,0,0,0
0.22500000,225,0,0,0,0,0,0,0,0
0.35000000,350,0,0,0,0,0,0,0,0
0.47500000,475,0,0,0,0,0,0,0,0
0.60000000,600,0,0,0,0,0,0,0,0
0.72500000,725,0,0,0,0,0,0,0,0
0.85000000,850,0,0,0,0,0,0,0,0
0.97500000,975,0,0,0,0,0,0,0,35900
1.10000000,1100,0,0,0,0,0,0,0,35900
1.22500000,1225,0,0,0,0,0,0,0,35900
1.35000000,1350,0,0,0,0,0,0,0,0
1.47500000,1475,0,0,0,0,0,0,0,0
1.60000000,1600,0,0,0,0,0,0,0,0
1.72500000,1725,0,0,0,0,0,0,0,0
1.85000000,1850,0,0,0,0,0,0,0,0
1.97500000,1975,0,0,0,0,0,0,0,0
2.10000000,2100,0,0,0,0,0,0,0,35900
2.22500000,2225,0,0,0,0,0,0,0,35900
2.35000000,2350,0,0,0,0,0,0,0,0
2.47500000,2475,0,0,0,0,0,0,0,0
2.60000000,2600,0,0,0,0,0,0,0,35900
2.72500000,2725,0,0,0,0,0,0,0,0
2.85000000,2850,0,0,0,0,0,0,0,35900
2.97500000,2975,0,0,0,0,0,0,0,35900
3.10000000,3100,0,0,0,0,0,0,0,35900
3.22500000,3225,0,0,0,0,0,0,0,35900
3.35000000,3350,0,0,0,0,0,0,0,35900
3.47500000,3475,0,0,0,0,0,0,0,35900
3.60000000,3600,0,0,0,0,0,0,0,35900
3.72500000,3725,0,0,0,0,0,0,0,35900
3.85000000,3850,0,0,0,0,0,0,0,35900
3.97500000,3975,0,0,0,0,0,0,0,35900
4.10000000,4100,0,0,0,0,0,0,0,35900
4.22500000,4225,0,0,0,0,0,0,0,35900
4.35000000,4350,0,0,0,0,0,0,0,35900
4.47500000,4475,0,0,0,0,0,0,0,35900
4.60000000,4600,0,0,0,0,0,0,0,35900
4.72500000,4725,0,0,0,0,0,0,0,35900
4.85000000,4850,0,0,0,0,0,0,0,35900
4.97500000,4975,0,0,0,0,0,0,0,35900
5.10000000,5100,0,0,0,0,0,0,0,35900
5.22500000,5225,0,0,0,0,0,0,0,35900
5.35000000,5350,0,0,0,0,0,0,0,35900
5.47500000,5475,0,0,0,0,0,0,0,35900
5.60000000,5600,0,0,0,0,0,0,0,35900
5.72500000,5725,0,0,0,0,0,0,0,35900
5.85000000,5850,0,0,0,0,0,0,0,35900
5.97500000,5975,0,0,0,0,0,0,0,35900
6.10000000,6100,0,0,0,0,0,0,0,35900
6.22500000,6225,0,0,0,0,0,0,0,35900
6.35000000,6350,0,0,0,0,0,0,0,35900
6.47500000,6475,0,0,0,0,0,0,0,35900
6.60000000,6600,0,0,0,0,0,0,0,35900
6.72500000,6725,0,0,0,0,0,0,0,35900
6.85000000,6850,0,0,0,0,0,0,0,35900
6.97500000,6975,0,0,0,0,0,0,0,35900
7.10000000,7100,0,0,0,0,0,0,0,35900
7.22500000,7225,0,0,0,0,0,0,0,35900
7.35000000,7350,0,0,0,0,0,0,0,35900
7.47500000,7475,0,0,0,0,0,0,0,35900
7.60000000,7600,0,0,0,0,0,0,0,35900
7.72500000,7725,0,0,0,0,0,0,0,35900
7.85000000,7850,0,0,0,0,0,0,0,35900
7.97500000,7975,0,0,0,0,0,0,0,35900
8.10000000,8100,0,0,0,0,0,0,0,35900
8.22500000,8225,0,0,0,0,0,0,0,35900
8.35000000,8350,0,0,0,0,0,0,0,35900
8.47500000,8475,0,0,0,0,0,0,0,35900
8.60000000,8600,0,0,0,0,0,0,0,35900
8.72500000,8725,0,0,0,0,0,0,0,35900
8.85000000,8850,0,0,0,0,0,0,0,35900
8.97500000,8975,0,0,0,0,0,0,0,35900
9.10000000,9100,0,0,0,0,0,0,0,35900
9.22500000,9225,0,0,0,0,0,0,0,35900
9.35000000,9350,0,0,0,0,0,0,0,35900
9.47500000,9475,0,0,0,0,0,0,0,35900
9.60000000,9600,0,0,0,0,0,0,0,35900
9.72500000,9725,0,0,0,0,0,0,0,35900
9.85000000,9850,0,0,0,0,0,0,0,35700
9.97500000,9975,0,0,0,0,0,0,0,35700
10.10000000,10100,0,0,0,0,0,0,0,35700
10.22500000,10225,0,0,0,0,0,0,0,35700
10.35000000,10350,0,0,0,0,0,0,0,35700
10.47500000,10475,0,0,0,0,0,0,0,35700
10.60000000,10600,0,0,0,0,0,0,0,35700
10.72500000,10725,0,0,0,0,0,0,0,35700
10.85000000,10850,0,0,0,0,0,0,0,35700
10.97500000,10975,0,0,0,0,0,0,0,35700
11.10000000,11100,0,0,0,0,0,0,0,35700
11.22500000,11225,0,0,0,0,0,0,0,35700
11.35000000,11350,0,0,0,0,0,0,0,35700
11.47500000,11475,0,0,0,0,0,0,0,35700
11.60000000,11600,0,0,0,0,0,0,0,35700
11.72500000,11725,0,0,0,0,0,0,0,35700
11.85000000,11850,0,0,0,0,0,0,0,35700
11.97500000,11975,0,0,0,0,0,0,0,35700
12.10000000,12100,0,0,0,0,0,0,0,35700
12.22500000,12225,0,0,0,0,0,0,0,35700
12.35000000,12350,0,0,0,0,0,0,0,35700
12.47500000,12475,0,0,0,0,0,0,0,35700
12.60000000,12600,0,0,0,0,0,0,0,35700
12.72500000,12725,0,0,0,0,0,0,0,35700
12.85000000,12850,0,0,0,0,0,0,0,35700
12.97500000,12975,0,0,0,0,0,0,0,35700
13.10000000,13100,0,0,0,0,0,0,0,35700
13.22500000,13225,0,0,0,0,0,0,0,35700
13.35000000,13350,0,0,0,0,0,0,0,35700
13.47500000,13475,0,0,0,0,0,0,0,35700
13.60000000,13600,0,0,0,0,0,0,0,35700
13.72500000,13725,0,0,0,0,0,0,0,35600
13.85000000,13850,0,0,0,0,0,0,0,35600
13.97500000,13975,0,0,0,0,0,0,0,35600
14.10000000,14100,0,0,0,0,0,0,0,35600
14.22500000,14225,0,0,0,0,0,0,0,35600
14.35000000,14350,0,0,0,0,0,0,0,35600
14.47500000,14475,0,0,0,0,0,0,0,35600
14.60000000,14600,0,0,0,0,0,0,0,35600
14.72500000,14725,0,0,0,0,0,0,0,35600
14.85000000,14850,0,0,0,0,0,0,0,35600
14.97500000,14975,0,0,0,0,0,0,0,35600
15.10000000,15100,0,0,0,0,0,0,0,35600
15.22500000,15225,0,0,0,0,0,0,0,35600
15.35000000,15350,0,0,0,0,0,0,0,35600
15.47500000,15475,0,0,0,0,0,0,0,35600
15.60000000,15600,0,0,0,0,0,0,0,35600
15.72500000,15725,0,0,0,0,0,0,0,35600
15.85000000,15850,0,0,0,0,0,0,0,35600
15.97500000,15975,0,0,0,0,0,0,0,35600
16.10000000,16100,0,0,0,0,0,0,0,35600
16.22500000,16225,0,0,0,0,0,0,0,35600
16.35000000,16350,0,0,0,0,0,0,0,35600
16.47500000,16475,0,0,0,0,0,0,0,35600
16.60000000,16600,0,0,0,0,0,0,0,35600
16.72500000,16725,0,0,0,0,0,0,0,35600
16.85000000,16850,0,0,0,0,0,0,0,35600
16.97500000,16975,0,0,0,0,0,0,0,35600
17.10000000,17100,0,0,0,0,0,0,0,35600
17.22500000,17225,0,0,0,0,0,0,0,35600
17.35000000,17350,0,0,0,0,0,0,0,35600
17.47500000,17475,0,0,0,0,0,0,0,35600
17.60000000,17600,0,0,0,0,0,0,0,35600
17.72500000,17725,0,0,0,0,0,0,0,35600
17.85000000,17850,0,0,0,0,0,0,0,35600
17.97500000,17975,0,0,0,0,0,0,0,35600
18.10000000,18100,0,0,0,0,0,0,0,35600
18.22500000,18225,0,0,0,0,0,0,0,35600
18.35000000,18350,0,0,0,0,0,0,0,35600
18.47500000,18475,0,0,0,0,0,0,0,35600
18.60000000,18600,0,0,0,0,0,0,0,35600
18.72500000,18725,0,0,0,0,0,0,0,35600
18.85000000,18850,0,0,0,0,0,0,0,35600
18.97500000,18975,0,0,0,0,0,0,0,35600
19.10000000,19100,0,0,0,0,0,0,0,35600
19.22500000,19225,0,0,0,0,0,0,0,35600
19.35000000,19350,0,0,0,0,0,0,0,35600
19.47500000,19475,0,0,0,0,0,0,0,35600
19.60000000,19600,0,0,0,0,0,0,0,35600
19.72500000,19725,0,0,0,0,0,0,0,35400
19.85000000,19850,0,0,0,0,0,0,0,35400
19.97500000,19975,0,0,0,0,0,0,0,35400
20.10000000,20100,0,0,0,0,0,0,0,35400
20.22500000,20225,0,0,0,0,0,0,0,35400
20.35000000,20350,0,0,0,0,0,0,0,35400
20.47500000,20475,0,0,0,0,0,0,0,35400
20.60000000,20600,0,0,0,0,0,0,0,35400
20.72500000,20725,0,0,0,0,0,0,0,35400
20.85000000,20850,0,0,0,0,0,0,0,35400
20.97500000,20975,0,0,0,0,0,0,0,35400
21.10000000,21100,0,0,0,0,0,0,0,35400
21.22500000,21225,0,0,0,0,0,0,0,35400
21.35000000,21350,0,0,0,0,0,0,0,35400
21.47500000,21475,0,0,0,0,0,0,0,35400
